NODE_17_length_162477_cov_436.858153_144	Hamap,Pfam,TIGRFAM,Pfam,Pfam	MF_02019,PF08245,TIGR01143,PF02875,PF01225	IPR005863,IPR013221,IPR004101,IPR000713	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [murF].,Mur ligase middle domain,murF: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase family, glutamate ligase domain,Mur ligase family, catalytic domain	GO:0005524,GO:0005737,GO:0047480,GO:0071555,GO:0009058,GO:0016874	KEGG:00300+6.3.2.10,KEGG:00550+6.3.2.10
NODE_17_length_162477_cov_436.858153_66	Pfam,CDD,TIGRFAM,Hamap	PF00154,cd00983,TIGR02012,MF_00268	IPR013765	recA bacterial DNA recombination protein,recA,tigrfam_recA: protein RecA,Protein RecA [recA].	GO:0003697,GO:0005524,GO:0006281	"NA"
NODE_17_length_162477_cov_436.858153_67	Hamap,Pfam	MF_01114,PF02631	IPR003783	Regulatory protein RecX [recX].,RecX family	GO:0006282	"NA"
NODE_17_length_162477_cov_436.858153_68	Pfam,Pfam	PF01694,PF13181	IPR022764,IPR019734	Rhomboid family,Tetratricopeptide repeat	GO:0004252,GO:0016021,GO:0005515	"NA"
NODE_17_length_162477_cov_436.858153_7	CDD,Pfam,Pfam,Pfam	cd01129,PF05157,PF05157,PF00437	IPR007831,IPR001482	PulE-GspE,Type II secretion system (T2SS), protein E, N-terminal domain,Type II secretion system (T2SS), protein E, N-terminal domain,Type II/IV secretion system protein	GO:0005524,GO:0006810	"NA"
NODE_17_length_162477_cov_436.858153_70	Pfam	PF01547	IPR006059	Bacterial extracellular solute-binding protein	GO:0006810	"NA"
NODE_17_length_162477_cov_436.858153_75	Pfam,Hamap,TIGRFAM	PF08245,MF_00639,TIGR01087	IPR013221,IPR005762	Mur ligase middle domain,UDP-N-acetylmuramoylalanine--D-glutamate ligase [murD].,murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase	GO:0005524,GO:0009058,GO:0005737,GO:0008360,GO:0008764,GO:0051301	KEGG:00471+6.3.2.9,KEGG:00550+6.3.2.9
NODE_17_length_162477_cov_436.858153_76	TIGRFAM,Pfam	TIGR01128,PF06144	IPR005790,IPR010372	holA: DNA polymerase III, delta subunit,DNA polymerase III, delta subunit	GO:0003677,GO:0006260,GO:0003887,GO:0009360	"NA"
NODE_17_length_162477_cov_436.858153_77	Hamap,TIGRFAM,Pfam	MF_00500,TIGR00029,PF01649	IPR002583	30S ribosomal protein S20 [rpsT].,S20: ribosomal protein bS20,Ribosomal protein S20	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412	"NA"
NODE_17_length_162477_cov_436.858153_78	TIGRFAM,Hamap,Pfam	TIGR01441,MF_00626,PF03418	IPR005080	GPR: GPR endopeptidase,Germination protease [gpr].,Germination protease	GO:0006508,GO:0008233,GO:0009847	"NA"
NODE_17_length_162477_cov_436.858153_79	CDD,Pfam	cd02696,PF01520	IPR002508	MurNAc-LAA,N-acetylmuramoyl-L-alanine amidase	GO:0008745,GO:0009253	"NA"
NODE_17_length_162477_cov_436.858153_8	TIGRFAM,CDD,Pfam	TIGR01420,cd01131,PF00437	IPR006321,IPR001482	pilT_fam: twitching motility protein,PilT,Type II/IV secretion system protein	GO:0005524,GO:0006810	"NA"
NODE_17_length_162477_cov_436.858153_80	Pfam	PF13398	"NA"	Peptidase M50B-like	"NA"	"NA"
NODE_17_length_162477_cov_436.858153_81	Pfam,Pfam,Pfam,TIGRFAM,Hamap,CDD,Pfam,Pfam,CDD,Pfam	PF14520,PF01653,PF03120,TIGR00575,MF_01588,cd00114,PF03119,PF00533,cd00027,PF12826	IPR013839,IPR004150,IPR001679,IPR004149,IPR001357	Helix-hairpin-helix domainD-dependent DNA ligase adenylation domainD-dependent DNA ligase OB-fold domain,dnlj: DNA ligase, NAD-dependent,DNA ligase [ligA].,LIGANcD-dependent DNA ligase C4 zinc finger domain,BRCA1 C Terminus (BRCT) domain,BRCT,Helix-hairpin-helix motif	GO:0003911,GO:0006260,GO:0006281	"NA"
NODE_17_length_162477_cov_436.858153_84	Hamap,TIGRFAM,Pfam	MF_00122,TIGR00135,PF02686	IPR003837	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C [gatC].,gatC: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit,Glu-tRNAGln amidotransferase C subunit	GO:0006450	"NA"
NODE_17_length_162477_cov_436.858153_85	Hamap,TIGRFAM,Pfam	MF_00120,TIGR00132,PF01425	IPR004412,IPR023631	Glutamyl-tRNA(Gln) amidotransferase subunit A [gatA].,gatA: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit,Amidase	GO:0006412,GO:0030956,GO:0050567	KEGG:00970+6.3.5.7
NODE_17_length_162477_cov_436.858153_86	TIGRFAM,Hamap,Pfam,Pfam	TIGR00133,MF_00121,PF02934,PF02637	IPR004413,IPR006075,IPR018027	gatB: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [gatB].,GatB/GatE catalytic domain,GatB domain	GO:0016884,GO:0016874	"NA"
NODE_17_length_162477_cov_436.858153_87	Pfam,Pfam,Pfam	PF13181,PF13181,PF14559	IPR019734	Tetratricopeptide repeat,Tetratricopeptide repeat,Tetratricopeptide repeat	GO:0005515	"NA"
NODE_17_length_162477_cov_436.858153_88	TIGRFAM,Pfam	TIGR00651,PF01515	IPR004614,IPR002505	pta: phosphate acetyltransferase,Phosphate acetyl/butaryl transferase	GO:0016407,GO:0008152,GO:0016746	KEGG:00430+2.3.1.8,KEGG:00620+2.3.1.8,KEGG:00640+2.3.1.8,KEGG:00680+2.3.1.8,KEGG:00720+2.3.1.8
NODE_17_length_162477_cov_436.858153_89	TIGRFAM,Hamap,Pfam	TIGR00016,MF_00020,PF00871	IPR004372,IPR000890	ackA: acetate kinase,Acetate kinase [ackA].,Acetokinase family	GO:0006082,GO:0016301,GO:0016774,GO:0005622,GO:0008152,GO:0016310	KEGG:00430+2.7.2.1,KEGG:00620+2.7.2.1,KEGG:00640+2.7.2.1,KEGG:00680+2.7.2.1,KEGG:00720+2.7.2.1
NODE_17_length_162477_cov_436.858153_9	Pfam,Pfam	PF00482,PF00482	IPR018076	Type II secretion system (T2SS), protein F,Type II secretion system (T2SS), protein F	"NA"	"NA"
NODE_17_length_162477_cov_436.858153_90	Pfam	PF02620	IPR003772	Uncharacterized ACR, COG1399	"NA"	"NA"
NODE_17_length_162477_cov_436.858153_91	Pfam,Hamap,TIGRFAM	PF01783,MF_00340,TIGR01031	IPR002677	Ribosomal L32p protein family,50S ribosomal protein L32 [rpmF].,rpmF_bact: ribosomal protein bL32	GO:0003735,GO:0006412,GO:0015934	"NA"
NODE_17_length_162477_cov_436.858153_92	Pfam,CDD,Pfam,Pfam	PF04459,cd01335,PF00595,PF04055	IPR007549,IPR001478,IPR007197	Protein of unknown function (DUF512),Radical_SAM,PDZ domain (Also known as DHR or GLGF),Radical SAM superfamily	GO:0005515,GO:0003824,GO:0051536	"NA"
NODE_17_length_162477_cov_436.858153_93	CDD,Pfam,Hamap,TIGRFAM,TIGRFAM,TIGRFAM,Pfam,Pfam,CDD	cd01895,PF14714,MF_00195,TIGR03594,TIGR00231,TIGR00231,PF01926,PF01926,cd01894	IPR032859,IPR016484,IPR005225,IPR006073	EngA2,KH-domain-like of EngA bacterial GTPase enzymes, C-terminal,GTPase Der [der].,GTPase_EngA: ribosome-associated GTPase EngA,small_GTP: small GTP-binding protein domain,small_GTP: small GTP-binding protein domain,50S ribosome-binding GTPase,50S ribosome-binding GTPase,EngA1	GO:0005525	"NA"
NODE_17_length_162477_cov_436.858153_94	Hamap,TIGRFAM,Pfam	MF_01043,TIGR00023,PF02660	IPR003811	Glycerol-3-phosphate acyltransferase [plsY].,TIGR00023: acyl-phosphate glycerol 3-phosphate acyltransferase,Glycerol-3-phosphate acyltransferase	GO:0005886,GO:0008654,GO:0043772	"NA"
NODE_17_length_162477_cov_436.858153_95	Hamap,Pfam,Pfam	MF_00394,PF07479,PF01210	IPR006168,IPR006109,IPR011128	Glycerol-3-phosphate dehydrogenase [NAD(P)+] [gpsA].D-dependent glycerol-3-phosphate dehydrogenase C-terminusD-dependent glycerol-3-phosphate dehydrogenase N-terminus	GO:0004367,GO:0006072,GO:0009331,GO:0055114,GO:0005975,GO:0016616,GO:0046168,GO:0051287	KEGG:00564+1.1.1.94
NODE_17_length_162477_cov_436.858153_96	CDD,TIGRFAM,Pfam	cd00882,TIGR02836,PF09547	IPR014201	Ras_like_GTPase,spore_IV_A: stage IV sporulation protein A,Stage IV sporulation protein A (spore_IV_A)	GO:0005524,GO:0016887,GO:0043934	KEGG:00230+3.6.1.3
NODE_17_length_162477_cov_436.858153_97	Pfam,CDD	PF13416,cd14747	"NA"	Bacterial extracellular solute-binding protein,PBP2_MalE	"NA"	"NA"
NODE_17_length_162477_cov_436.858153_98	CDD,Pfam	cd06261,PF00528	IPR000515	TM_PBP2,Binding-protein-dependent transport system inner membrane component	GO:0006810,GO:0016020	"NA"
NODE_17_length_162477_cov_436.858153_99	Pfam,CDD	PF00528,cd06261	IPR000515	Binding-protein-dependent transport system inner membrane component,TM_PBP2	GO:0006810,GO:0016020	"NA"
NODE_170_length_7071_cov_3.264538_1	Pfam	PF00874	IPR011608	PRD domain	GO:0006355	"NA"
NODE_170_length_7071_cov_3.264538_2	Pfam	PF00121	IPR000652	Triosephosphate isomerase	GO:0004807,GO:0008152	KEGG:00010+5.3.1.1,KEGG:00051+5.3.1.1,KEGG:00562+5.3.1.1,KEGG:00710+5.3.1.1
NODE_170_length_7071_cov_3.264538_3	TIGRFAM,Pfam	TIGR00149,PF01894	IPR001602	TIGR00149_YjbQ: secondary thiamine-phosphate synthase enzyme,Uncharacterised protein family UPF0047	"NA"	"NA"
NODE_170_length_7071_cov_3.264538_4	TIGRFAM,CDD,Pfam	TIGR01163,cd00429,PF00834	IPR000056	rpe: ribulose-phosphate 3-epimerase,RPE,Ribulose-phosphate 3 epimerase family	GO:0005975,GO:0016857	KEGG:00030+5.1.3.1,KEGG:00040+5.1.3.1,KEGG:00710+5.1.3.1
NODE_170_length_7071_cov_3.264538_6	TIGRFAM,Pfam,CDD,Hamap	TIGR00447,PF01195,cd00462,MF_00083	IPR001328	pth: aminoacyl-tRNA hydrolase,Peptidyl-tRNA hydrolase,PTH,Peptidyl-tRNA hydrolase [pth].	GO:0004045	"NA"
NODE_170_length_7071_cov_3.264538_7	Pfam,CDD,Hamap,Pfam,TIGRFAM	PF14693,cd00495,MF_01334,PF01386,TIGR00731	IPR020057,IPR029751,IPR001021	Ribosomal protein TL5, C-terminal domain,Ribosomal_L25_TL5_CTC,50S ribosomal protein L25 [rplY].,Ribosomal L25p family,bL25_bact_ctc: ribosomal protein bL25, Ctc-form	GO:0003735,GO:0005840,GO:0006412,GO:0008097	"NA"
NODE_170_length_7071_cov_3.264538_8	TIGRFAM,Pfam,Hamap,Pfam,CDD	TIGR01251,PF14572,MF_00583_B,PF13793,cd06223	IPR005946,IPR029099,IPR000836	ribP_PPkin: ribose-phosphate diphosphokinase,Phosphoribosyl synthetase-associated domain,Ribose-phosphate pyrophosphokinase [prs].,N-terminal domain of ribose phosphate pyrophosphokinase,PRTases_typeI	GO:0000287,GO:0004749,GO:0009165,GO:0009116	KEGG:00030+2.7.6.1,KEGG:00230+2.7.6.1
NODE_170_length_7071_cov_3.264538_9	Pfam,Pfam,Pfam,CDD	PF00132,PF00132,PF00132,cd03353	IPR001451	Bacterial transferase hexapeptide (six repeats),Bacterial transferase hexapeptide (six repeats),Bacterial transferase hexapeptide (six repeats),LbH_GlmU_C	"NA"	"NA"
NODE_1700_length_972_cov_1.339149_1	Pfam	PF13561	"NA"	Enoyl-(Acyl carrier protein) reductase	"NA"	"NA"
NODE_1700_length_972_cov_1.339149_2	Pfam	PF09388	IPR018540	Spo0E like sporulation regulatory protein	GO:0043937	"NA"
NODE_1700_length_972_cov_1.339149_3	Pfam	PF00155	IPR004839	Aminotransferase class I and II	GO:0009058,GO:0030170	"NA"
NODE_1701_length_971_cov_2.230349_1	Pfam	PF01676	IPR006124	Metalloenzyme superfamily	GO:0003824,GO:0046872	"NA"
NODE_1701_length_971_cov_2.230349_2	Pfam,Pfam	PF03952,PF00113	IPR020811,IPR020810	Enolase, N-terminal domain,Enolase, C-terminal TIM barrel domain	"NA"	KEGG:00010+4.2.1.11,KEGG:00680+4.2.1.11
NODE_1702_length_971_cov_1.650655_1	TIGRFAM,Hamap,Pfam,Pfam	TIGR00197,MF_01966,PF01256,PF03853	IPR004443,IPR000631	yjeF_nterm: YjeF family N-terminal domainD(P)H-hydrate epimerase [nnrE].,Carbohydrate kinase,YjeF-related protein N-terminus	GO:0052855	"NA"
NODE_1703_length_970_cov_2.191257_1	Pfam	PF07728	IPR011704	AAA domain (dynein-related subfamily)	GO:0005524,GO:0016887	"NA"
NODE_1705_length_970_cov_2.014208_2	CDD,Pfam	cd01041,PF02915	IPR003251	Rubrerythrin,Rubrerythrin	GO:0016491,GO:0046872,GO:0055114	"NA"
NODE_1706_length_969_cov_2.147702_1	Pfam	PF02386	IPR003445	Cation transport protein	GO:0006812,GO:0008324,GO:0055085	"NA"
NODE_1706_length_969_cov_2.147702_2	Pfam	PF01402	IPR002145	Ribbon-helix-helix protein, copG family	GO:0006355	"NA"
NODE_1707_length_969_cov_2.092998_1	Pfam,Hamap,CDD,TIGRFAM	PF01725,MF_01405,cd00515,TIGR00042	IPR002637,IPR020922	Ham1 family,dITP/XTP pyrophosphatase [rdgB].,HAM1,TIGR00042: non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	GO:0009143,GO:0047429,GO:0017111	"NA"
NODE_1707_length_969_cov_2.092998_2	Pfam	PF03725	IPR015847	3' exoribonuclease family, domain 2	"NA"	"NA"
NODE_1708_length_969_cov_2.015317_1	Pfam	PF01554	IPR002528	MatE	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085	"NA"
NODE_1709_length_969_cov_1.840263_2	Pfam	PF01797	IPR002686	Transposase IS200 like	GO:0003677,GO:0004803,GO:0006313	"NA"
