NODE_35_length_76221_cov_438.509217_42	CDD,Pfam,CDD	cd02028,PF00485,cd01667	IPR006083	UMPK_like,Phosphoribulokinase / Uridine kinase family,TGS_ThrRS_N	GO:0005524,GO:0008152,GO:0016301	"NA"
NODE_350_length_3478_cov_16.878177_4	Pfam,Pfam	PF01408,PF02894	IPR000683,IPR004104	Oxidoreductase family, NAD-binding Rossmann fold,Oxidoreductase family, C-terminal alpha/beta domain	GO:0016491,GO:0008152,GO:0055114	"NA"
NODE_3500_length_509_cov_814.561674_1	Pfam	PF08706	IPR014818	D5 N terminal like	"NA"	"NA"
NODE_3501_length_509_cov_108.209251_1	Pfam	PF00005	IPR003439	ABC transporter	GO:0005524,GO:0016887	"NA"
NODE_3503_length_509_cov_1.870044_1	CDD,Pfam,Hamap	cd00012,PF00871,MF_00020	IPR000890,IPR004372	NBD_sugar-kinase_HSP70_actin,Acetokinase family,Acetate kinase [ackA].	GO:0005622,GO:0008152,GO:0016301,GO:0016310,GO:0016774,GO:0006082	KEGG:00430+2.7.2.1,KEGG:00620+2.7.2.1,KEGG:00640+2.7.2.1,KEGG:00680+2.7.2.1,KEGG:00720+2.7.2.1
NODE_3504_length_509_cov_1.403084_1	Pfam	PF04542	IPR007627	Sigma-70 region 2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987	"NA"
NODE_3505_length_509_cov_1.381057_1	CDD,Pfam	cd13962,PF01040	IPR000537	PT_UbiA_UBIAD1,UbiA prenyltransferase family	GO:0016021,GO:0016765	"NA"
NODE_3506_length_509_cov_1.341410_1	Pfam,CDD,Pfam,CDD	PF00512,cd00082,PF00672,cd06225	IPR003661,IPR003660	His Kinase A (phospho-acceptor) domain,HisKA,HAMP domain,HAMP	GO:0000155,GO:0007165,GO:0004871,GO:0016021	"NA"
NODE_3507_length_509_cov_1.165198_1	Pfam	PF04860	IPR006944	Phage portal protein	"NA"	"NA"
NODE_3507_length_509_cov_1.165198_2	Pfam	PF03354	IPR005021	Phage Terminase	"NA"	"NA"
NODE_3508_length_509_cov_1.092511_1	Pfam	PF12833	IPR018060	Helix-turn-helix domain	GO:0003700,GO:0006355,GO:0043565	"NA"
NODE_3509_length_508_cov_1092.589404_2	Pfam	PF08928	IPR015024	Domain of unknown function (DUF1910)	"NA"	"NA"
NODE_3510_length_508_cov_2.035320_2	TIGRFAM,Pfam	TIGR00149,PF01894	IPR001602	TIGR00149_YjbQ: secondary thiamine-phosphate synthase enzyme,Uncharacterised protein family UPF0047	"NA"	"NA"
NODE_3511_length_508_cov_1.565121_1	Pfam,TIGRFAM	PF12850,TIGR00040	IPR024654,IPR000979	Calcineurin-like phosphoesterase superfamily domain,yfcE: phosphodiesterase, MJ0936 family	"NA"	"NA"
NODE_3512_length_508_cov_1.565121_1	Pfam	PF01180	IPR005720	Dihydroorotate dehydrogenase	GO:0005737,GO:0016627,GO:0055114	"NA"
NODE_3513_length_508_cov_1.476821_1	Pfam	PF00591	IPR000312	Glycosyl transferase family, a/b domain	GO:0008152,GO:0016757	"NA"
NODE_3514_length_508_cov_1.373068_1	Pfam	PF02378	IPR003352	Phosphotransferase system, EIIC	GO:0008982,GO:0009401,GO:0016020	"NA"
NODE_3515_length_508_cov_1.370861_1	Pfam	PF09334	IPR015413	tRNA synthetases class I (M)	GO:0000166,GO:0004812,GO:0005524,GO:0006418	"NA"
NODE_3517_length_507_cov_1.546460_1	Pfam	PF16962	IPR031584	Putative ABC exporter	"NA"	"NA"
NODE_3518_length_507_cov_1.250000_1	Pfam	PF08241	IPR013216	Methyltransferase domain	GO:0008152,GO:0008168	"NA"
NODE_3519_length_507_cov_1.099558_1	Pfam	PF13556	IPR025736	PucR C-terminal helix-turn-helix domain	"NA"	"NA"
NODE_352_length_3446_cov_18.805072_1	Pfam	PF11967	IPR022572	Recombination protein O N terminal	"NA"	"NA"
NODE_352_length_3446_cov_18.805072_2	Hamap,CDD,TIGRFAM,Pfam	MF_00114,cd00959,TIGR00126,PF01791	IPR028581,IPR011343,IPR002915	Deoxyribose-phosphate aldolase [deoC].,DeoC,deoC: deoxyribose-phosphate aldolase,DeoC/LacD family aldolase	GO:0004139,GO:0005737,GO:0009264,GO:0016829	KEGG:00030+4.1.2.4
NODE_352_length_3446_cov_18.805072_3	Pfam,CDD	PF04493,cd06559	IPR007581	Endonuclease V,Endonuclease_V	GO:0004519,GO:0006281	"NA"
NODE_352_length_3446_cov_18.805072_4	TIGRFAM,Pfam,Pfam,CDD,TIGRFAM,Hamap	TIGR00231,PF01926,PF07650,cd04163,TIGR00436,MF_00367	IPR005225,IPR006073,IPR004044,IPR030388,IPR005662	small_GTP: small GTP-binding protein domain,50S ribosome-binding GTPase,KH domain,Era,era: GTP-binding protein Era,GTPase Era [era].	GO:0005525,GO:0003723,GO:0005622	"NA"
NODE_352_length_3446_cov_18.805072_5	CDD,Pfam	cd01283,PF00383	IPR002125	cytidine_deaminase,Cytidine and deoxycytidylate deaminase zinc-binding region	"NA"	"NA"
NODE_352_length_3446_cov_18.805072_6	Pfam,CDD	PF01219,cd14263	IPR000829	Prokaryotic diacylglycerol kinase,DAGK_IM_like	GO:0004143,GO:0008654,GO:0016020	KEGG:00500+2.7.1.10,KEGG:00561+2.7.1.107,KEGG:00564+2.7.1.107,KEGG:04070+2.7.1.107
NODE_3520_length_507_cov_1.095133_1	CDD,Pfam	cd06261,PF00528	IPR000515	TM_PBP2,Binding-protein-dependent transport system inner membrane component	GO:0006810,GO:0016020	"NA"
NODE_3521_length_506_cov_1.572062_1	Pfam	PF08402	IPR013611	TOBE domain	GO:0005215,GO:0005524,GO:0006810,GO:0016820,GO:0043190	"NA"
NODE_3522_length_506_cov_1.414634_1	Pfam	PF00664	IPR011527	ABC transporter transmembrane region	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085	"NA"
NODE_3523_length_506_cov_1.257206_1	CDD,Pfam,TIGRFAM	cd04467,PF01287,TIGR00037	IPR020189,IPR001884	S1_aIF5A,Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold,eIF_5A: translation elongation factor IF5A	GO:0003723,GO:0003746,GO:0006452,GO:0043022,GO:0045901,GO:0045905	"NA"
NODE_3523_length_506_cov_1.257206_2	Pfam	PF00491	IPR006035	Arginase family	GO:0046872	"NA"
NODE_3526_length_505_cov_1.846667_1	Pfam,Hamap,TIGRFAM	PF03477,MF_00440,TIGR00244	IPR005144,IPR003796	ATP cone domain,Transcriptional repressor NrdR [nrdR].,TIGR00244: transcriptional regulator NrdR	GO:0008270,GO:0045892	"NA"
NODE_3527_length_505_cov_1.728889_1	Pfam	PF00936	IPR000249	BMC domain	"NA"	"NA"
NODE_3528_length_505_cov_1.646667_1	Pfam,CDD	PF01556,cd10747	IPR002939	DnaJ C terminal domain,DnaJ_C	"NA"	"NA"
NODE_353_length_3444_cov_380.854529_1	Pfam,TIGRFAM,CDD	PF05958,TIGR00479,cd02440	IPR010280,IPR001566	tRNA (Uracil-5-)-methyltransferase,rumA: 23S rRNA (uracil-5-)-methyltransferase RumA,AdoMet_MTases	GO:0006396,GO:0008173,GO:0003723	"NA"
NODE_353_length_3444_cov_380.854529_2	CDD,Pfam	cd06660,PF00248	IPR023210	Aldo_ket_red,Aldo/keto reductase family	"NA"	"NA"
NODE_353_length_3444_cov_380.854529_3	Pfam,Pfam,Pfam,Pfam	PF00395,PF00395,PF00395,PF12690	IPR001119,IPR020481	S-layer homology domain,S-layer homology domain,S-layer homology domain,Intracellular proteinase inhibitor	"NA"	"NA"
NODE_3530_length_505_cov_1.575556_1	Pfam	PF17167	IPR033432	Glycosyl hydrolase 36 superfamily, catalytic domain	"NA"	"NA"
NODE_3531_length_505_cov_1.562222_1	CDD,Pfam	cd14667,PF06725	IPR010611	3D_containing_proteins,3D domain	GO:0004553,GO:0009254,GO:0019867	"NA"
NODE_3532_length_505_cov_1.562222_1	TIGRFAM,Pfam	TIGR01915,PF03807	IPR010185,IPR028939	npdG: NADPH-dependent F420 reductaseDP oxidoreductase coenzyme F420-dependent	GO:0006740,GO:0016651,GO:0050661,GO:0055114,GO:0070967	"NA"
NODE_3534_length_505_cov_1.044444_1	Pfam	PF00814	IPR000905	Glycoprotease family	"NA"	KEGG:00564+2.3.1.23
NODE_3535_length_505_cov_0.944444_1	Pfam,CDD	PF06325,cd02440	"NA"	Ribosomal protein L11 methyltransferase (PrmA),AdoMet_MTases	"NA"	"NA"
NODE_3537_length_504_cov_1.897550_1	Pfam	PF02086	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	GO:0009007,GO:0032775	"NA"
NODE_3538_length_504_cov_1.890869_1	Pfam	PF00370	IPR018484	FGGY family of carbohydrate kinases, N-terminal domain	GO:0005975,GO:0016773	"NA"
NODE_3539_length_504_cov_1.556793_1	Pfam	PF00291	IPR001926	Pyridoxal-phosphate dependent enzyme	"NA"	"NA"
NODE_354_length_3404_cov_2.505524_3	Pfam	PF06257	IPR009366	Biofilm formation stimulator VEG	GO:0042710	"NA"
NODE_354_length_3404_cov_2.505524_4	TIGRFAM,Pfam,CDD	TIGR02669,PF01520,cd02696	IPR013486,IPR002508	SpoIID_LytB: SpoIID/LytB domain,N-acetylmuramoyl-L-alanine amidase,MurNAc-LAA	GO:0030435,GO:0008745,GO:0009253	"NA"
NODE_3540_length_504_cov_1.498886_1	Hamap,Pfam	MF_01111,PF13207	IPR022970	UPF0200 protein <locus_tag>.,AAA domain	"NA"	"NA"
NODE_3542_length_504_cov_1.106904_1	CDD,Pfam,TIGRFAM	cd11529,PF03819,TIGR00444	IPR004518,IPR011551	NTP-PPase_MazG_Cterm,MazG nucleotide pyrophosphohydrolase domain,mazG: MazG family protein	"NA"	"NA"
NODE_3544_length_504_cov_1.051225_1	Pfam	PF01547	IPR006059	Bacterial extracellular solute-binding protein	GO:0006810	"NA"
NODE_3545_length_503_cov_1.875000_1	Pfam	PF13354	"NA"	Beta-lactamase enzyme family	"NA"	"NA"
NODE_3547_length_503_cov_1.591518_1	Pfam	PF13416	"NA"	Bacterial extracellular solute-binding protein	"NA"	"NA"
NODE_3549_length_503_cov_1.372768_1	Pfam	PF00920	IPR000581	Dehydratase family	GO:0003824,GO:0008152	KEGG:00290+4.2.1.9,KEGG:00770+4.2.1.9
NODE_355_length_3391_cov_2.579736_1	Pfam	PF02780	IPR033248	Transketolase, C-terminal domain	"NA"	"NA"
NODE_355_length_3391_cov_2.579736_2	Pfam,CDD	PF00294,cd01167	IPR011611	pfkB family carbohydrate kinase,bac_FRK	"NA"	"NA"
NODE_355_length_3391_cov_2.579736_3	CDD,Pfam	cd06849,PF00364	IPR000089	lipoyl_domain,Biotin-requiring enzyme	"NA"	"NA"
NODE_355_length_3391_cov_2.579736_4	Pfam	PF00198	IPR001078	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	GO:0008152,GO:0016746	"NA"
NODE_355_length_3391_cov_2.579736_5	Pfam	PF07992	IPR023753	Pyridine nucleotide-disulphide oxidoreductase	GO:0016491,GO:0055114	"NA"
NODE_3551_length_503_cov_0.790179_1	Pfam	PF13439	IPR028098	Glycosyltransferase Family 4	"NA"	"NA"
NODE_3552_length_502_cov_2.219239_1	Pfam	PF09580	IPR019076	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)	"NA"	"NA"
NODE_3554_length_502_cov_1.791946_1	Pfam	PF01370	IPR001509	NAD dependent epimerase/dehydratase family	GO:0003824,GO:0050662	"NA"
NODE_3555_length_502_cov_1.427293_1	Pfam	PF02272	IPR003156	DHHA1 domain	GO:0003676	KEGG:00970+6.1.1.7
NODE_3555_length_502_cov_1.427293_2	Pfam	PF07973	IPR012947	Threonyl and Alanyl tRNA synthetase second additional domain	GO:0005524,GO:0016876,GO:0043039	"NA"
NODE_3556_length_502_cov_1.409396_1	Pfam	PF01008	IPR000649	Initiation factor 2 subunit family	GO:0044237	KEGG:00270+5.3.1.23
NODE_3557_length_502_cov_1.239374_1	Pfam	PF00580	IPR034739	UvrD/REP helicase N-terminal domain	GO:0005524	"NA"
NODE_356_length_3381_cov_2.282321_1	Pfam	PF00149	IPR004843	Calcineurin-like phosphoesterase	GO:0016787	"NA"
NODE_356_length_3381_cov_2.282321_2	Hamap,Pfam,Pfam,TIGRFAM	MF_01940,PF02834,PF02834,TIGR02258	IPR004175,IPR014051	RNA 2',3'-cyclic phosphodiesterase [thpR].,LigT like Phosphoesterase,LigT like Phosphoesterase,2_5_ligase: 2'-5' RNA ligase	GO:0004113,GO:0008664	"NA"
NODE_356_length_3381_cov_2.282321_3	TIGRFAM,Hamap,Pfam,CDD	TIGR02012,MF_00268,PF00154,cd00983	IPR013765	tigrfam_recA: protein RecA,Protein RecA [recA].,recA bacterial DNA recombination protein,recA	GO:0003697,GO:0005524,GO:0006281	"NA"
NODE_356_length_3381_cov_2.282321_5	Pfam	PF00149	IPR004843	Calcineurin-like phosphoesterase	GO:0016787	"NA"
NODE_3562_length_501_cov_1.582960_1	Pfam	PF00133	IPR002300	tRNA synthetases class I (I, L, M and V)	GO:0000166,GO:0004812,GO:0005524,GO:0006418	"NA"
NODE_3564_length_501_cov_1.576233_1	Pfam	PF01053	IPR000277	Cys/Met metabolism PLP-dependent enzyme	GO:0030170	"NA"
NODE_3566_length_501_cov_1.269058_2	Pfam,CDD	PF01381,cd00093	IPR001387	Helix-turn-helix,HTH_XRE	GO:0043565	"NA"
NODE_357_length_3365_cov_2.480363_1	Pfam,Pfam	PF04563,PF04561	IPR007644,IPR007642	RNA polymerase beta subunit,RNA polymerase Rpb2, domain 2	GO:0003677,GO:0003899,GO:0006351	KEGG:00230+2.7.7.6,KEGG:00240+2.7.7.6
NODE_357_length_3365_cov_2.480363_2	Pfam	PF02541	IPR003695	Ppx/GppA phosphatase family	"NA"	KEGG:00230+3.6.1.40
NODE_357_length_3365_cov_2.480363_3	Pfam	PF00575	IPR003029	S1 RNA binding domain	GO:0003676	"NA"
NODE_357_length_3365_cov_2.480363_4	Pfam	PF04977	IPR007060	Septum formation initiator	GO:0007049	"NA"
NODE_3572_length_500_cov_1.595506_1	Pfam	PF13439	IPR028098	Glycosyltransferase Family 4	"NA"	"NA"
NODE_3574_length_500_cov_1.501124_1	Pfam,Pfam	PF04127,PF02441	IPR007085,IPR003382	DNA / pantothenate metabolism flavoprotein,Flavoprotein	GO:0003824	KEGG:00770+6.3.2.5
NODE_3575_length_500_cov_1.431461_1	Pfam	PF00410	IPR000630	Ribosomal protein S8	GO:0003735,GO:0005840,GO:0006412	"NA"
NODE_3575_length_500_cov_1.431461_2	Pfam	PF00347	IPR020040	Ribosomal protein L6	GO:0003735,GO:0005840,GO:0006412,GO:0019843	"NA"
NODE_3579_length_499_cov_2.222973_2	TIGRFAM,Pfam	TIGR01439,PF04014	IPR007159	lp_hng_hel_AbrB: transcriptional regulator, AbrB family,Antidote-toxin recognition MazE, bacterial antitoxin	GO:0003677	"NA"
NODE_358_length_3364_cov_3.069205_1	Pfam	PF00665	IPR001584	Integrase core domain	GO:0015074	"NA"
NODE_358_length_3364_cov_3.069205_2	Pfam	PF01527	IPR002514	Transposase	GO:0003677,GO:0004803,GO:0006313	"NA"
NODE_358_length_3364_cov_3.069205_3	CDD,Pfam,Pfam	cd01651,PF00078,PF08388	IPR000477,IPR013597	RT_G2_intron,Reverse transcriptase (RNA-dependent DNA polymerase),Group II intron, maturase-specific domain	"NA"	"NA"
NODE_358_length_3364_cov_3.069205_4	Pfam,Pfam	PF13817,PF03050	IPR004291	IS66 C-terminal element,Transposase IS66 family	"NA"	"NA"
NODE_3581_length_499_cov_1.436937_1	CDD,Pfam,Pfam	cd00009,PF06689,PF07724	IPR010603,IPR003959	AAA,ClpX C4-type zinc finger,AAA domain (Cdc48 subfamily)	GO:0008270,GO:0046983,GO:0005524	"NA"
NODE_3582_length_499_cov_1.412162_1	Pfam	PF00884	IPR000917	Sulfatase	GO:0008152,GO:0008484	"NA"
NODE_3583_length_499_cov_1.274775_1	TIGRFAM,Pfam,CDD	TIGR00041,PF02223,cd01672	IPR018094	DTMP_kinase: dTMP kinase,Thymidylate kinase,TMPK	GO:0004798,GO:0005524,GO:0006233	KEGG:00240+2.7.4.9
NODE_3585_length_499_cov_1.207207_1	Pfam	PF01547	IPR006059	Bacterial extracellular solute-binding protein	GO:0006810	"NA"
NODE_3587_length_498_cov_1.557562_1	CDD,Pfam,Pfam	cd05466,PF03466,PF00126	IPR005119,IPR000847	PBP2_LTTR_substrate,LysR substrate binding domain,Bacterial regulatory helix-turn-helix protein, lysR family	GO:0003700,GO:0006355	"NA"
NODE_3588_length_498_cov_1.435666_1	Pfam	PF00909	IPR024041	Ammonium Transporter Family	GO:0008519,GO:0015696,GO:0016020	"NA"
NODE_3588_length_498_cov_1.435666_2	Pfam	PF00543	IPR002187	Nitrogen regulatory protein P-II	GO:0006808,GO:0030234	"NA"
NODE_3589_length_498_cov_1.117381_1	CDD,Pfam	cd00046,PF00270	IPR011545	DEXDc,DEAD/DEAH box helicase	GO:0003676,GO:0005524	"NA"
NODE_359_length_3349_cov_10.247420_1	CDD,Pfam,Pfam	cd02803,PF13450,PF00724	IPR001155	OYE_like_FMN_familyD(P)-binding Rossmann-like domainDH:flavin oxidoreductase / NADH oxidase family	GO:0010181,GO:0016491,GO:0055114	"NA"
NODE_359_length_3349_cov_10.247420_2	Pfam,CDD	PF00462,cd02976	IPR002109	Glutaredoxin,NrdH	GO:0009055,GO:0015035,GO:0045454	"NA"
NODE_359_length_3349_cov_10.247420_3	Pfam	PF02943	IPR004209	Ferredoxin thioredoxin reductase catalytic beta chain	GO:0016730,GO:0055114	"NA"
NODE_3591_length_498_cov_0.941309_1	Pfam	PF00297	IPR000597	Ribosomal protein L3	GO:0003735,GO:0005622,GO:0005840,GO:0006412	"NA"
NODE_3591_length_498_cov_0.941309_2	Pfam	PF00573	IPR002136	Ribosomal protein L4/L1 family	GO:0003735,GO:0005840,GO:0006412	"NA"
NODE_3592_length_497_cov_289.305430_1	Pfam	PF01797	IPR002686	Transposase IS200 like	GO:0003677,GO:0004803,GO:0006313	"NA"
NODE_3593_length_497_cov_2.359729_1	Pfam	PF00986	IPR002288	DNA gyrase B subunit, carboxyl terminus	GO:0003677,GO:0003918,GO:0005524,GO:0006265	"NA"
NODE_3594_length_497_cov_2.201357_1	Pfam	PF00476	IPR001098	DNA polymerase family A	GO:0003677,GO:0003887,GO:0006260	KEGG:00230+2.7.7.7,KEGG:00240+2.7.7.7
NODE_3596_length_497_cov_2.002262_1	Pfam,CDD	PF08000,cd13225	IPR012544	Bacterial PH domain,PH-like_bacteria	"NA"	"NA"
NODE_3597_length_497_cov_1.927602_1	Pfam,Pfam	PF01131,PF01396	IPR013497,IPR013498	DNA topoisomerase,Topoisomerase DNA binding C4 zinc finger	GO:0003677,GO:0003916,GO:0006265,GO:0005694	"NA"
NODE_36_length_73547_cov_34.606597_1	Pfam,CDD	PF02608,cd06353	IPR003760	ABC transporter substrate-binding protein PnrA-like,PBP1_BmpA_Med_like	GO:0005886	"NA"
NODE_36_length_73547_cov_34.606597_10	Pfam	PF02515	IPR003673	CoA-transferase family III	GO:0003824	"NA"
NODE_36_length_73547_cov_34.606597_11	Pfam	PF11392	IPR021530	Protein of unknown function (DUF2877)	"NA"	"NA"
NODE_36_length_73547_cov_34.606597_12	Pfam,Pfam	PF00549,PF02629	IPR005811,IPR003781	CoA-ligase,CoA binding domain	GO:0003824,GO:0008152,GO:0048037	KEGG:00020+6.2.1.5,KEGG:00640+6.2.1.5,KEGG:00660+6.2.1.5,KEGG:00720+6.2.1.5
NODE_36_length_73547_cov_34.606597_14	Pfam	PF06545	IPR009499	Protein of unknown function (DUF1116)	"NA"	"NA"
NODE_36_length_73547_cov_34.606597_15	Pfam	PF04199	IPR007325	Putative cyclase	GO:0004061,GO:0019441	KEGG:00380+3.5.1.9,KEGG:00630+3.5.1.9
